tickertime,openprice,closeprice,high,low,predictprice
2018-02-08,8271.83984375,8736.98046875,8736.98046875,7884.70996094,3696.084516537701
2018-02-07,7637.85986328,8265.58984375,8558.76953125,7637.85986328,3689.587912020441
2018-02-06,7755.49023438,7621.29980469,8509.11035156,7236.79003906,3683.100775809686
2018-02-05,7051.75,7754.0,7850.70019531,6048.25976562,3676.623096950943
2018-02-04,8270.54003906,6955.27001953,8364.83984375,6756.68017578,3670.1548644990735
2018-02-03,9175.70019531,8277.00976562,9334.87011719,8031.22021484,3663.6960675183245
2018-02-02,8852.12011719,9174.91015625,9430.75,8251.62988281,3657.2466950822627
2018-02-01,9142.28027344,8830.75,9142.28027344,7796.49023438,3650.8067362738625
2018-01-31,10237.2998047,9170.54003906,10288.7998047,8812.28027344,3644.3761801854685
2018-01-30,10108.2001953,10221.0996094,10381.5996094,9777.41992188,3637.9550159187643
2018-01-29,11306.7998047,10106.2998047,11307.2001953,10036.2001953,3631.5432325847096
2018-01-28,11755.5,11296.4003906,11875.5996094,11179.2001953,3625.140819303743
2018-01-27,11475.2998047,11786.2998047,12040.2998047,11475.2998047,3618.747765205569
2018-01-26,11174.9003906,11440.7001953,11614.9003906,10989.2001953,3612.3640594292174
2018-01-25,11256.0,11171.4003906,11656.7001953,10470.2998047,3605.9896911230944
2018-01-24,11421.7001953,11259.4003906,11785.7001953,11057.4003906,3599.624649444833
2018-01-23,10903.4003906,11359.4003906,11501.4003906,10639.7998047,3593.268923561525
2018-01-22,10944.5,10868.4003906,11377.5996094,10129.7001953,3586.922502649451
2018-01-21,11633.0996094,10931.4003906,11966.4003906,10240.2001953,3580.5853758942553
2018-01-20,12889.2001953,11600.0996094,12895.9003906,11288.2001953,3574.2575324908803
2018-01-19,11656.2001953,12899.2001953,13103.0,11656.2001953,3567.9389616435637
2018-01-18,11429.7998047,11607.4003906,11992.7998047,11172.0996094,3561.629652565865
2018-01-17,11198.7998047,11474.9003906,12107.2998047,10942.5,3555.329594480572
2018-01-16,11431.0996094,11188.5996094,11678.0,9402.29003906,3549.0387766197855
2018-01-15,13836.0996094,11490.5,13843.0996094,10194.9003906,3542.7571882248585
2018-01-14,13767.2998047,13819.7998047,14445.5,13641.7001953,3536.4848185465053
2018-01-13,14370.7998047,13772.0,14511.7998047,13268.0,3530.2216568445383
2018-01-12,13952.4003906,14360.2001953,14659.5,13952.4003906,3523.967692388242
2018-01-11,13453.9003906,13980.5996094,14229.9003906,13158.0996094,3517.722914455962
2018-01-10,14968.2001953,13405.7998047,15018.7998047,13105.9003906,3511.487312335418
2018-01-09,14588.5,14973.2998047,14973.2998047,13691.2001953,3505.2608753235318
2018-01-08,15123.7001953,14595.4003906,15497.5,14424.0,3499.0435927264743
2018-01-07,16476.1992188,15170.0996094,16537.9003906,14208.2001953,3492.8354538596377
2018-01-06,17527.3007812,16477.5996094,17579.5996094,16087.7001953,3486.6364480476873
2018-01-05,17462.0996094,17527.0,17712.4003906,16764.5996094,3480.4465646244143
2018-01-04,15477.2001953,17429.5,17705.1992188,15202.7998047,3474.265792932961
2018-01-03,15270.7001953,15599.2001953,15739.7001953,14522.2001953,3468.0941223255886
2018-01-02,14978.2001953,15201.0,15572.7998047,14844.5,3461.9315421638144
2018-01-01,13625.0,14982.0996094,15444.5996094,13163.5996094,3455.7780418183256
2017-12-31,14112.2001953,13657.2001953,14112.2001953,13154.7001953,3449.633610669029
2017-12-30,12897.7001953,14156.4003906,14377.4003906,12755.5996094,3443.4982381050772
2017-12-29,14681.9003906,12952.2001953,14681.9003906,12350.0996094,3437.371913524638
2017-12-28,14695.7998047,14656.2001953,15279.0,14307.0,3431.2546263353142
2017-12-27,15864.0996094,14606.5,15888.4003906,13937.2998047,3425.1463659536876
2017-12-26,16163.5,15838.5,16930.9003906,15114.2998047,3419.047121805571
2017-12-25,14036.5996094,16099.7998047,16461.1992188,14028.9003906,3412.9568833260014
2017-12-24,13995.9003906,14026.5996094,14593.0,13448.9003906,3406.875639959097
2017-12-23,14608.2001953,13925.7998047,14626.0,12747.7001953,3400.8033811581663
2017-12-22,13948.7001953,14699.2001953,15603.2001953,13828.7998047,3394.7400963857303
2017-12-21,15898.0,13831.7998047,15943.4003906,11833.0,3388.6857751133252
2017-12-20,16642.4003906,15802.9003906,17567.6992188,15342.7001953,3382.640406821748
2017-12-19,17760.3007812,16624.5996094,17934.6992188,16077.7001953,3376.6039810008574
2017-12-18,19118.3007812,17776.6992188,19177.8007812,17275.4003906,3370.5764871497663
2017-12-17,19106.4003906,19114.1992188,19371.0,18355.9003906,3364.557914776504
2017-12-16,19475.8007812,19140.8007812,20089.0,18974.0996094,3358.548253398426
2017-12-15,17760.3007812,19497.4003906,19716.6992188,17515.3007812,3352.547492541882
2017-12-14,16601.3007812,17706.9003906,18154.0996094,16601.3007812,3346.5556217424028
2017-12-13,16384.5996094,16564.0,17085.8007812,16185.9003906,3340.5726305445583
2017-12-12,17500.0,16408.1992188,17653.0996094,16039.7001953,3334.598508502092
2017-12-11,16919.8007812,17415.4003906,17781.8007812,16571.5996094,3328.6332451777807
2017-12-10,15427.4003906,16936.8007812,17513.9003906,15404.7998047,3322.6768301435663
2017-12-09,15168.4003906,15455.4003906,15850.5996094,13226.5996094,3316.7292529803613
2017-12-08,16523.3007812,15178.2001953,16783.0,13674.9003906,3310.790503278289
2017-12-07,17802.9003906,16569.4003906,18353.4003906,14336.9003906,3304.860570636437
2017-12-06,14266.0996094,17899.6992188,17899.6992188,14057.2998047,3298.939444663042
2017-12-05,11923.4003906,14291.5,14369.0996094,11923.4003906,3293.0271149753776
2017-12-04,11685.7001953,11916.7001953,12032.0,11604.5996094,3287.12357119975
2017-12-03,11315.4003906,11657.2001953,11657.2001953,11081.7998047,3281.228802971577
2017-12-02,11082.7001953,11323.2001953,11858.7001953,10862.0,3275.3427999353007
2017-12-01,10978.2998047,11074.5996094,11320.2001953,10905.0996094,3269.465551744359
2017-11-30,10198.5996094,10975.5996094,11046.7001953,9694.65039062,3263.5970480613146
2017-11-29,9906.79003906,10233.5996094,10801.0,9202.04980469,3257.7372785577177
2017-11-28,10077.4003906,9888.61035156,11517.4003906,9601.03027344,3251.886232914155
2017-11-27,9823.4296875,10058.7998047,10125.7001953,9736.29980469,3246.0439008202197
2017-11-26,9352.71972656,9818.34960938,9818.34960938,9352.71972656,3240.210271974562
2017-11-25,8789.04003906,9330.54980469,9522.9296875,8775.58984375,3234.385336084803
2017-11-24,8241.70996094,8790.91992188,8790.91992188,8191.14990234,3228.569082867612
2017-11-23,8074.02001953,8253.69042969,8374.16015625,7940.93017578,3222.7615020486505
2017-11-22,8232.37988281,8038.77001953,8267.40039062,8038.77001953,3216.9625833625655
2017-11-21,8077.95019531,8253.54980469,8302.25976562,8075.47021484,3211.172316552989
2017-11-20,8205.74023438,8071.25976562,8348.66015625,7762.70996094,3205.3906913725837
2017-11-19,8039.06982422,8200.63964844,8336.86035156,7949.35986328,3199.6176975829376
2017-11-18,7766.02978516,8036.49023438,8101.91015625,7694.10009766,3193.8533249546877
2017-11-17,7697.20996094,7790.14990234,7884.99023438,7463.43994141,3188.097563267387
2017-11-16,7853.56982422,7708.99023438,8004.58984375,7561.08984375,3182.3504023095793
2017-11-15,7323.24023438,7871.68994141,7967.37988281,7176.58007812,3176.6118318787676
2017-11-14,6634.75976562,7315.54003906,7342.25,6634.75976562,3170.8818417813873
2017-11-13,6561.47998047,6635.75,6764.97998047,6461.75,3165.160421832877
2017-11-12,5938.25,6559.49023438,6811.18994141,5844.29003906,3159.447561857599
2017-11-11,6295.45019531,5950.06982422,6625.04980469,5519.00976562,3153.7432516888084
2017-11-10,6618.60986328,6357.60009766,6873.14990234,6204.22021484,3148.04748116883
2017-11-09,7173.72998047,6618.14013672,7312.0,6436.87011719,3142.360240148773
2017-11-08,7446.83007812,7143.58007812,7446.83007812,7101.52001953,3136.6815184887805
2017-11-07,7141.37988281,7459.68994141,7776.41992188,7114.02001953,3131.0113060578246
2017-11-06,7023.10009766,7144.37988281,7253.31982422,7023.10009766,3125.349592733853
2017-11-05,7403.22021484,7022.75976562,7445.77001953,7007.31005859,3119.696368403762
2017-11-04,7404.52001953,7407.41015625,7617.47998047,7333.18994141,3114.051622963262
2017-11-03,7164.47998047,7379.95019531,7492.85986328,7031.27978516,3108.415346317056
2017-11-02,7087.52978516,7207.75976562,7461.29003906,7002.93994141,3102.787528378654
2017-11-01,6777.77001953,7078.5,7367.33007812,6758.72021484,3097.1681590704984
2017-10-31,6440.97021484,6767.31005859,6767.31005859,6377.87988281,3091.557228323985
2017-10-30,6132.02001953,6468.39990234,6470.43017578,6103.33007812,3085.9547260793065
2017-10-29,6114.85009766,6130.52978516,6214.99023438,6040.85009766,3080.3606422854996
2017-10-28,5754.43994141,6153.85009766,6255.70996094,5724.58007812,3074.7749669005943
2017-10-27,5787.81982422,5753.08984375,5876.72021484,5689.18994141,3069.197689891405
2017-10-26,5899.74023438,5780.89990234,5988.39013672,5728.81982422,3063.6288012335804
2017-10-25,5747.95019531,5904.83007812,5976.79980469,5721.22021484,3058.068290911723
2017-10-24,5524.60009766,5750.79980469,5754.33007812,5397.87988281,3052.5161489191864
2017-10-23,5935.52001953,5526.64013672,5935.52001953,5504.18017578,3046.972365258245
2017-10-22,6006.0,5930.31982422,6075.58984375,5732.47021484,3041.436929939966
2017-10-21,6036.66015625,6008.41992188,6076.25976562,5792.33984375,3035.909832984281
2017-10-20,5996.79003906,6031.60009766,6194.87988281,5965.06982422,3030.3910644199304
2017-10-19,5708.10986328,6011.45019531,6060.10986328,5627.22998047,3024.8806142844883
2017-10-18,5583.74023438,5708.52001953,5744.35009766,5531.06005859,3019.378472624378
2017-10-17,5603.81982422,5590.68994141,5603.81982422,5151.43994141,3013.884629494775
2017-10-16,5741.58007812,5605.50976562,5800.35009766,5472.72021484,3008.399074959721
2017-10-15,5687.56982422,5725.58984375,5776.22998047,5544.20996094,3002.9217990920274
2017-10-14,5835.95996094,5678.18994141,5852.47998047,5478.60986328,2997.45279197334
2017-10-13,5643.52978516,5831.79003906,5837.70019531,5591.64013672,2991.9920436940647
2017-10-12,5464.16015625,5647.20996094,5840.29980469,5436.85009766,2986.5395443534353
2017-10-11,4829.58007812,5446.91015625,5446.91015625,4822.0,2981.095284059438
2017-10-10,4789.25,4826.47998047,4873.72998047,4751.62988281,2975.659252928856
2017-10-09,4776.20996094,4781.99023438,4922.16992188,4765.10009766,2970.2314410872154
2017-10-08,4614.52001953,4772.02001953,4878.70996094,4564.25,2964.8118386688807
2017-10-07,4429.66992188,4610.47998047,4624.14013672,4405.64013672,2959.400435816929
2017-10-06,4369.35009766,4426.89013672,4443.87988281,4321.04980469,2953.9972226831933
2017-10-05,4324.45996094,4370.81005859,4413.27001953,4320.52978516,2948.602189428309
2017-10-04,4229.87988281,4328.41015625,4362.64013672,4164.04980469,2943.2153262215643
2017-10-03,4319.37011719,4229.35986328,4352.31005859,4210.41992188,2937.836623241113
2017-10-02,4408.45996094,4317.47998047,4432.47021484,4258.89013672,2932.4660706738036
2017-10-01,4395.81005859,4409.31982422,4470.22998047,4377.45996094,2927.1036587151493
2017-09-30,4341.04980469,4403.74023438,4403.74023438,4269.81005859,2921.74937756947
2017-09-29,4166.10986328,4338.70996094,4358.43017578,4160.85986328,2916.4032174497925
2017-09-28,4171.62011719,4163.06982422,4214.62988281,4039.29003906,2911.0651685778926
2017-09-27,4197.12988281,4174.72998047,4279.31005859,4109.70019531,2905.735221184199
2017-09-26,3892.93994141,4200.66992188,4210.04980469,3884.82006836,2900.4133655078817
2017-09-25,3928.40991211,3892.35009766,3969.88989258,3869.89990234,2895.099591796826
2017-09-24,3681.58007812,3926.07006836,3950.25,3681.58007812,2889.793890307606
2017-09-23,3796.14990234,3682.84008789,3796.14990234,3666.89990234,2884.4962513054543
2017-09-22,3629.91992188,3792.39990234,3819.20996094,3594.58007812,2879.206665064355
2017-09-21,3628.02001953,3630.69995117,3758.27001953,3553.5300293,2873.925121866945
2017-09-20,3901.4699707,3631.04003906,3916.41992188,3613.62988281,2868.6516120045567
2017-09-19,3916.36010742,3905.94995117,4031.38989258,3857.72998047,2863.386125777145
2017-09-18,4073.79003906,3924.9699707,4094.07006836,3868.87011719,2858.128653493399
2017-09-17,3591.09008789,4065.19995117,4079.22998047,3591.09008789,2852.879185470645
2017-09-16,3606.2800293,3582.87988281,3664.81005859,3445.63989258,2847.6377120348693
2017-09-15,3637.75,3625.04003906,3808.84008789,3487.79003906,2842.404223520708
2017-09-14,3166.30004883,3637.52001953,3733.44995117,2946.62011719,2837.178710271403
2017-09-13,3875.37011719,3154.94995117,3920.60009766,3153.86010742,2831.961162638981
2017-09-12,4131.97998047,3882.59008789,4131.97998047,3789.91992188,2826.751570983947
2017-09-11,4168.87988281,4130.81005859,4344.64990234,4085.2199707,2821.5499256754924
2017-09-10,4122.47021484,4161.27001953,4261.66992188,4099.39990234,2816.356217091512
2017-09-09,4229.33984375,4122.93994141,4245.43994141,3951.04003906,2811.1704356184155
2017-09-08,4229.81005859,4226.06005859,4308.81982422,4114.10986328,2805.9925716513085
2017-09-07,4605.16015625,4228.75,4661.0,4075.17993164,2800.822615593851
2017-09-06,4589.14013672,4599.87988281,4655.04003906,4491.33007812,2795.660557858369
2017-09-05,4376.58984375,4597.12011719,4617.25,4376.58984375,2790.5063888657573
2017-09-04,4228.29003906,4376.52978516,4427.83984375,3998.11010742,2785.3600990454997
2017-09-03,4591.62988281,4236.31005859,4591.62988281,4108.39990234,2780.221678835733
2017-09-02,4585.27001953,4582.95996094,4714.08007812,4417.58984375,2775.091118683109
2017-09-01,4901.41992188,4578.77001953,4975.04003906,4469.24023438,2769.9684090429228
2017-08-31,4701.75976562,4892.00976562,4892.00976562,4678.52978516,2764.8535403789765
2017-08-30,4555.58984375,4703.39013672,4736.04980469,4549.39990234,2759.7465031637557
2017-08-29,4570.35986328,4565.29980469,4626.52001953,4471.41015625,2754.6472878781983
2017-08-28,4389.20996094,4579.02001953,4625.68017578,4352.12988281,2749.5558850118737
2017-08-27,4384.45019531,4382.66015625,4403.93017578,4224.64013672,2744.4722850629087
2017-08-26,4345.10009766,4382.87988281,4416.58984375,4317.29003906,2739.396478537963
2017-08-25,4372.06005859,4352.39990234,4379.27978516,4269.52001953,2734.328455952226
2017-08-24,4332.81982422,4371.60009766,4455.70019531,4307.35009766,2729.2682078295
2017-08-23,4137.60009766,4334.68017578,4376.39013672,4130.25976562,2724.2157247020655
2017-08-22,4089.01000977,4151.52001953,4255.77978516,4078.40991211,2719.170997110764
2017-08-21,3998.35009766,4100.52001953,4128.75976562,3674.58007812,2714.1340156049287
2017-08-20,4090.47998047,4001.73999023,4109.14013672,3988.60009766,2709.1047707424477
2017-08-19,4189.31005859,4087.65991211,4196.29003906,4069.87988281,2704.0832530897605
2017-08-18,4137.75,4193.70019531,4243.25976562,3970.55004883,2699.0694532217635
2017-08-17,4324.33984375,4160.62011719,4370.12988281,4015.39990234,2694.063361721874
2017-08-16,4384.43994141,4331.68994141,4484.70019531,4243.70996094,2689.0649691820504
2017-08-15,4200.33984375,4376.62988281,4381.22998047,3994.41992188,2684.0742662026964
2017-08-14,4326.99023438,4181.93017578,4455.97021484,3906.17993164,2679.091243392748
2017-08-13,4066.10009766,4325.12988281,4325.12988281,3989.15991211,2674.1158913696036
2017-08-12,3880.04003906,4073.26000977,4208.39013672,3857.80004883,2669.1482007591626
2017-08-11,3650.62988281,3884.70996094,3949.91992188,3613.69995117,2664.1881621958237
2017-08-10,3373.82006836,3650.62011719,3679.7199707,3372.12011719,2659.2357663224357
2017-08-09,3341.84008789,3381.2800293,3453.44995117,3319.4699707,2654.2910037902725
2017-08-08,3420.39990234,3342.4699707,3422.76000977,3247.66992188,2649.3538652591615
2017-08-07,3370.2199707,3419.93994141,3484.85009766,3345.83007812,2644.424341397346
2017-08-06,3212.7800293,3378.93994141,3397.67993164,3180.88989258,2639.502422881485
2017-08-05,3257.61010742,3213.93994141,3293.29003906,3155.60009766,2634.5881003967775
2017-08-04,2897.62988281,3252.90991211,3290.01000977,2874.83007812,2629.6813646367423
2017-08-03,2806.92993164,2895.88989258,2899.33007812,2743.7199707,2624.7822063034755
2017-08-02,2709.56005859,2804.72998047,2813.31005859,2685.13989258,2619.890616107428
2017-08-01,2727.12988281,2710.66992188,2762.5300293,2668.59008789,2615.0065847674687
2017-07-31,2871.30004883,2718.26000977,2921.35009766,2685.61010742,2610.1301030109234
2017-07-30,2763.23999023,2875.34008789,2889.62011719,2720.61010742,2605.261161573527
2017-07-29,2724.38989258,2757.17993164,2758.5300293,2644.85009766,2600.3997511994426
2017-07-28,2807.02001953,2726.44995117,2808.76000977,2692.80004883,2595.5458626412346
2017-07-27,2679.72998047,2809.01000977,2897.44995117,2679.72998047,2590.699486659847
2017-07-26,2538.70996094,2671.7800293,2693.32006836,2529.34008789,2585.8606140246584
2017-07-25,2577.77001953,2529.44995117,2610.76000977,2450.80004883,2581.02923551342
2017-07-24,2757.5,2576.47998047,2768.08007812,2480.95996094,2576.2053419122904
2017-07-23,2732.69995117,2754.86010742,2777.26000977,2699.18994141,2571.3889240157905
2017-07-22,2808.10009766,2730.39990234,2832.17993164,2653.93994141,2566.579972626864
2017-07-21,2668.62988281,2810.12011719,2862.41992188,2657.70996094,2561.778478556748
2017-07-20,2838.40991211,2667.76000977,2838.40991211,2621.85009766,2556.9844326251537
2017-07-19,2269.88989258,2817.60009766,2900.69995117,2269.88989258,2552.197825660081
2017-07-18,2323.08007812,2273.42993164,2397.16992188,2260.22998047,2547.4186484979136
2017-07-17,2233.52001953,2318.87988281,2387.61010742,2164.77001953,2542.6468919833974
2017-07-16,1932.61999512,2228.40991211,2230.48999023,1932.61999512,2537.8825469696144
2017-07-15,1991.97998047,1929.81994629,2058.77001953,1843.0300293,2533.1256043180015
2017-07-14,2230.12011719,1998.85998535,2231.13989258,1990.41003418,2528.376054898324
2017-07-13,2360.59008789,2233.34008789,2363.25,2183.2199707,2523.6338895886947
2017-07-12,2402.69995117,2357.89990234,2425.2199707,2340.83007812,2518.899099275567
2017-07-11,2332.77001953,2398.84008789,2423.70996094,2275.13989258,2514.171674853694
2017-07-10,2385.88989258,2337.79003906,2413.4699707,2296.81005859,2509.4516072261636
2017-07-09,2525.25,2372.56005859,2537.15991211,2321.12988281,2504.7388873043724
2017-07-08,2572.61010742,2518.43994141,2635.48999023,2517.59008789,2500.0335060080274
2017-07-07,2520.27001953,2571.34008789,2571.34008789,2492.31005859,2495.3354542651773
2017-07-06,2608.59008789,2518.65991211,2916.13989258,2498.87011719,2490.6447230121303
2017-07-05,2608.10009766,2608.56005859,2616.7199707,2581.68994141,2485.961303193471
2017-07-04,2602.87011719,2601.98999023,2622.64990234,2538.55004883,2481.2851857621363
2017-07-03,2561.0,2601.63989258,2631.59008789,2559.35009766,2476.6163616792915
2017-07-02,2498.56005859,2564.06005859,2595.0,2480.4699707,2471.9548219144262
2017-07-01,2436.39990234,2506.4699707,2514.2800293,2394.84008789,2467.300557445272
2017-06-30,2492.60009766,2434.55004883,2515.27001953,2419.22998047,2462.6535592578766
2017-06-29,2539.23999023,2480.84008789,2559.25,2478.42993164,2458.013818346502
2017-06-28,2567.56005859,2539.32006836,2588.83007812,2510.47998047,2453.38132571372
2017-06-27,2553.0300293,2574.79003906,2603.97998047,2484.41992188,2448.756072370328
2017-06-26,2478.44995117,2552.44995117,2552.44995117,2332.98999023,2444.1380493353663
2017-06-25,2590.57006836,2478.44995117,2615.25,2376.29003906,2439.5272476361342
2017-06-24,2607.25,2589.40991211,2682.26000977,2552.12011719,2434.923658308185
2017-06-23,2738.52001953,2608.7199707,2757.93994141,2583.18994141,2430.327272395304
2017-06-22,2707.34008789,2744.90991211,2765.16992188,2706.37011719,2425.738080949504
2017-06-21,2691.0300293,2705.40991211,2723.73999023,2642.36010742,2421.156075031021
2017-06-20,2709.42993164,2689.10009766,2772.01000977,2660.39990234,2416.5812457083125
2017-06-19,2591.26000977,2721.79003906,2763.44995117,2589.82006836,2412.013584058052
2017-06-18,2549.0300293,2589.60009766,2662.85009766,2549.0300293,2407.453081165164
2017-06-17,2655.35009766,2548.29003906,2662.10009766,2516.33007812,2402.8997281227053
2017-06-16,2514.01000977,2655.87988281,2685.18994141,2484.95996094,2398.353516031996
2017-06-15,2469.57006836,2518.56005859,2539.91992188,2385.14990234,2393.8144360025385
2017-06-14,2499.58007812,2464.58007812,2534.70996094,2212.95996094,2389.282479152033
2017-06-13,2716.87988281,2506.37011719,2786.83007812,2412.93994141,2384.7576366063345
2017-06-12,2680.90991211,2717.02001953,2789.04003906,2650.37988281,2380.2398994995087
2017-06-11,2953.2199707,2659.62988281,2997.26000977,2518.56005859,2375.729258973809
2017-06-10,2942.40991211,2958.11010742,2996.60009766,2840.5300293,2371.2257061796695
2017-06-09,2828.13989258,2947.70996094,2950.98999023,2746.55004883,2366.729232275609
2017-06-08,2807.43994141,2823.81005859,2901.70996094,2795.62011719,2362.2398284284372
2017-06-07,2720.48999023,2805.62011719,2815.30004883,2670.94995117,2357.7574858130197
2017-06-06,2869.37988281,2732.15991211,2869.37988281,2700.56005859,2353.28219561241
2017-06-05,2690.84008789,2863.19995117,2999.90991211,2690.84008789,2348.813949017826
2017-06-04,2512.39990234,2686.81005859,2686.81005859,2510.2199707,2344.3527372286276
2017-06-03,2547.79003906,2511.81005859,2585.88989258,2452.54003906,2339.898551452293
2017-06-02,2493.7199707,2515.35009766,2581.90991211,2423.57006836,2335.4513829044345
2017-06-01,2404.0300293,2488.55004883,2488.55004883,2373.32006836,2331.0112228088337
2017-05-31,2288.33007812,2407.87988281,2448.38989258,2288.33007812,2326.5780623973415
2017-05-30,2187.18994141,2286.40991211,2311.08007812,2145.57006836,2322.1518929099507
2017-05-29,2255.36010742,2175.4699707,2301.95996094,2124.57006836,2317.7327055947558
2017-05-28,2159.42993164,2255.61010742,2307.05004883,2107.16992188,2313.320491708023
2017-05-27,2054.08007812,2155.80004883,2267.34008789,2054.08007812,2308.915242514054
2017-05-26,2196.27001953,2038.86999512,2260.19995117,1855.82995605,2304.5169492852615
2017-05-25,2320.88989258,2202.41992188,2573.79003906,2071.98999023,2300.1256033021605
2017-05-24,2446.23999023,2304.97998047,2763.70996094,2285.30004883,2295.741195853387
2017-05-23,2321.37011719,2443.63989258,2523.7199707,2321.37011719,2291.3637182355988
2017-05-22,2191.56005859,2320.41992188,2320.82006836,2178.5,2286.9931617536035
2017-05-21,2043.18994141,2173.39990234,2303.89990234,2017.86999512,2282.629517720243
2017-05-20,2067.0300293,2041.19995117,2119.08007812,2037.5,2278.272777456426
2017-05-19,1984.23999023,2084.72998047,2084.72998047,1974.92004395,2273.922932291144
2017-05-18,1897.36999512,1987.70996094,2004.52001953,1890.25,2269.5799735614496
2017-05-17,1818.69995117,1888.65002441,1904.47998047,1807.11999512,2265.2438926124314
2017-05-16,1726.72998047,1839.08996582,1864.05004883,1661.91003418,2260.91468079727
2017-05-15,1741.69995117,1734.44995117,1785.93994141,1686.54003906,2256.5923294771383
2017-05-14,1808.43994141,1738.43005371,1812.80004883,1708.54003906,2252.276830021292
2017-05-13,1800.85998535,1808.91003418,1831.42004395,1776.61999512,2247.968173807029
2017-05-12,1723.11999512,1804.91003418,1812.98999023,1651.07995605,2243.6663522196113
2017-05-11,1845.76000977,1724.23999023,1856.15002441,1694.01000977,2239.371356652446
2017-05-10,1780.36999512,1848.56994629,1873.93005371,1755.34997559,2235.083178506824
2017-05-09,1756.52001953,1787.13000488,1788.43994141,1719.09997559,2230.8018091921545
2017-05-08,1723.89001465,1755.35998535,1833.48999023,1716.30004883,2226.5272401258167
2017-05-07,1596.92004395,1723.34997559,1723.34997559,1596.92004395,2222.2594627332264
2017-05-06,1579.4699707,1596.70996094,1596.7199707,1559.76000977,2217.9984684477795
2017-05-05,1556.81005859,1578.80004883,1578.80004883,1542.5,2213.744248710848
2017-05-04,1540.86999512,1555.44995117,1618.0300293,1530.31005859,2209.4967949718493
2017-05-03,1490.7199707,1537.67004395,1608.91003418,1490.7199707,2205.256098688151
2017-05-02,1453.7800293,1490.08996582,1492.77001953,1447.48999023,2201.022151325104
2017-05-01,1421.0300293,1452.81994629,1473.90002441,1415.68994141,2196.7949443560933
2017-04-30,1348.30004883,1421.59997559,1434.31994629,1348.30004883,2192.5744692623716
2017-04-29,1321.86999512,1347.89001465,1347.91003418,1314.92004395,2188.360717533272
2017-04-28,1317.83996582,1321.79003906,1327.19995117,1315.20996094,2184.153680666006
2017-04-27,1317.73999023,1316.47998047,1331.2800293,1292.36999512,2179.9533501657866
2017-04-26,1281.88000488,1317.72998047,1319.69995117,1281.30004883,2175.7597175457877
2017-04-25,1265.98999023,1281.07995605,1294.82995605,1265.93005371,2171.572774327123
2017-04-24,1250.44995117,1265.48999023,1267.57995605,1249.9699707,2167.3925120388076
2017-04-23,1209.63000488,1250.15002441,1250.93994141,1209.63000488,2163.2189222178945
2017-04-22,1231.92004395,1207.20996094,1232.19995117,1203.93994141,2159.051996409278
2017-04-21,1222.70996094,1231.70996094,1235.56005859,1208.4699707,2154.8917261657953
2017-04-20,1229.42004395,1222.05004883,1235.93994141,1215.56005859,2150.7381030482934
2017-04-19,1211.07995605,1229.07995605,1240.79003906,1208.41003418,2146.5911186254134
2017-04-18,1212.13000488,1210.29003906,1215.51000977,1205.07995605,2142.450764473818
2017-04-17,1193.77001953,1211.67004395,1217.56994629,1193.77001953,2138.3170321780085
2017-04-16,1183.25,1193.91003418,1194.90002441,1172.65002441,2134.189913330448
2017-04-15,1172.60998535,1182.93994141,1187.2199707,1172.60998535,2130.0693995314655
2017-04-14,1167.30004883,1172.52001953,1188.0,1164.95996094,2125.9554823892927
2017-04-13,1170.32995605,1167.54003906,1190.80004883,1159.79003906,2121.848153520056
2017-04-12,1201.02001953,1169.2800293,1205.89001465,1156.43994141,2117.747404547791
2017-04-11,1204.81005859,1200.36999512,1207.14001465,1196.76000977,2113.653227104338
2017-04-10,1187.45996094,1205.01000977,1208.06994629,1187.45996094,2109.5656128295414
2017-04-09,1187.30004883,1187.13000488,1190.33996582,1179.04003906,2105.4845533709895
2017-04-08,1176.56994629,1187.86999512,1197.20996094,1171.85998535,2101.410040384219
2017-04-07,1172.65002441,1175.94995117,1184.97998047,1162.57995605,2097.3420655326054
2017-04-06,1178.93994141,1176.90002441,1186.57995605,1163.39001465,2093.28062048736
2017-04-05,1125.81005859,1182.68005371,1188.36999512,1125.81005859,2089.2256969275963
2017-04-04,1134.14001465,1124.7800293,1135.08996582,1113.63000488,2085.177286540257
2017-04-03,1145.52001953,1133.25,1156.43994141,1120.52001953,2081.1353810200926
2017-04-02,1102.94995117,1143.81005859,1151.73999023,1102.94995117,2077.099972069711
2017-04-01,1080.60998535,1102.17004395,1107.58996582,1075.44995117,2073.0710513996046
2017-03-31,1071.70996094,1080.5,1091.7199707,1061.08996582,2069.0486107279976
2017-03-30,1026.64001465,1071.79003906,1074.92004395,1026.64001465,2065.032641781043
2017-03-29,1042.20996094,1026.43005371,1049.29003906,1020.03997803,2061.0231362926506
2017-03-28,1046.07995605,1039.9699707,1055.13000488,1015.88000488,2057.0200860045516
2017-03-27,1044.57995605,1047.15002441,1064.65002441,1027.72998047,2053.0234826662945
2017-03-26,972.054992676,1045.77001953,1046.40002441,971.984008789,2049.033318035224
2017-03-25,974.015014648,966.724975586,1007.96002197,954.185974121,2045.0495838765123
2017-03-24,936.539978027,972.778991699,975.760986328,903.713012695,2041.0722719631042
2017-03-23,1038.44995117,937.520019531,1040.4699707,934.357971191,2037.10137407573
2017-03-22,1050.05004883,1038.58996582,1058.01000977,1028.93005371,2033.13688200292
